ticker,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
DSU,daily,2026-01-16,1342800,126,1,6,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(1342800)}, {'date': Timestamp('2020-03-20 00:00:00'), 'volume': np.int64(1216500)}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': np.int64(1073700)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(779100)}, {'date': Timestamp('2020-02-24 00:00:00'), 'volume': np.int64(409100)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(293800)}]",2026-05-22,166300,9.829999923706056,0.12384569556151326,1606
JAGX,daily,2026-01-16,160402200,126,2,21,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(160402200)}, {'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(28654000)}, {'date': Timestamp('2025-04-25 00:00:00'), 'volume': np.int64(2979600)}, {'date': Timestamp('2024-07-23 00:00:00'), 'volume': np.int64(618752)}, {'date': Timestamp('2024-04-16 00:00:00'), 'volume': np.int64(410922)}, {'date': Timestamp('2024-03-04 00:00:00'), 'volume': np.int64(258312)}, {'date': Timestamp('2024-03-01 00:00:00'), 'volume': np.int64(202226)}, {'date': Timestamp('2023-10-12 00:00:00'), 'volume': np.int64(81500)}, {'date': Timestamp('2023-05-11 00:00:00'), 'volume': np.int64(51206)}, {'date': Timestamp('2023-05-10 00:00:00'), 'volume': np.int64(5748)}, {'date': Timestamp('2023-03-23 00:00:00'), 'volume': np.int64(5412)}, {'date': Timestamp('2023-03-14 00:00:00'), 'volume': np.int64(4812)}, {'date': Timestamp('2020-12-23 00:00:00'), 'volume': np.int64(1947)}, {'date': Timestamp('2020-12-01 00:00:00'), 'volume': np.int64(795)}, {'date': Timestamp('2020-11-30 00:00:00'), 'volume': np.int64(409)}, {'date': Timestamp('2020-09-10 00:00:00'), 'volume': np.int64(162)}, {'date': Timestamp('2020-05-29 00:00:00'), 'volume': np.int64(107)}, {'date': Timestamp('2020-05-22 00:00:00'), 'volume': np.int64(37)}, {'date': Timestamp('2020-05-21 00:00:00'), 'volume': np.int64(18)}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': np.int64(12)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(9)}]",2026-05-22,121800,2.9100000858306885,0.0007593412060433087,1606
SVRE,daily,2026-01-16,40113500,126,3,12,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(40113500)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(15374800)}, {'date': Timestamp('2025-06-16 00:00:00'), 'volume': np.int64(2714700)}, {'date': Timestamp('2025-04-08 00:00:00'), 'volume': np.int64(2258522)}, {'date': Timestamp('2025-02-05 00:00:00'), 'volume': np.int64(570900)}, {'date': Timestamp('2025-02-04 00:00:00'), 'volume': np.int64(398244)}, {'date': Timestamp('2024-09-26 00:00:00'), 'volume': np.int64(395354)}, {'date': Timestamp('2023-05-04 00:00:00'), 'volume': np.int64(282775)}, {'date': Timestamp('2022-08-22 00:00:00'), 'volume': np.int64(207367)}, {'date': Timestamp('2022-07-14 00:00:00'), 'volume': np.int64(96625)}, {'date': Timestamp('2022-07-12 00:00:00'), 'volume': np.int64(28887)}, {'date': Timestamp('2022-06-03 00:00:00'), 'volume': np.int64(10214)}]",2026-05-22,11800,4.234000205993652,0.0002941653059443828,996
WMT,daily,2026-01-16,415144600,126,1,12,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(415144600)}, {'date': Timestamp('2022-05-17 00:00:00'), 'volume': np.int64(132940200)}, {'date': Timestamp('2020-08-27 00:00:00'), 'volume': np.int64(119018700)}, {'date': Timestamp('2020-07-07 00:00:00'), 'volume': np.int64(93458100)}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': np.int64(77355900)}, {'date': Timestamp('2020-03-09 00:00:00'), 'volume': np.int64(59243400)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(52369200)}, {'date': Timestamp('2020-02-18 00:00:00'), 'volume': np.int64(34539600)}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': np.int64(30135000)}, {'date': Timestamp('2020-01-15 00:00:00'), 'volume': np.int64(22362600)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(20540700)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(20294700)}]",2026-05-22,30295700,120.2699966430664,0.07297625935637847,1606
IGR,daily,2026-01-16,5674000,126,2,14,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(5674000)}, {'date': Timestamp('2025-07-18 00:00:00'), 'volume': np.int64(5014600)}, {'date': Timestamp('2024-07-19 00:00:00'), 'volume': np.int64(4594500)}, {'date': Timestamp('2023-02-28 00:00:00'), 'volume': np.int64(2357100)}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': np.int64(1668400)}, {'date': Timestamp('2020-03-17 00:00:00'), 'volume': np.int64(1421800)}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': np.int64(1246600)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(1136700)}, {'date': Timestamp('2020-02-27 00:00:00'), 'volume': np.int64(915800)}, {'date': Timestamp('2020-02-25 00:00:00'), 'volume': np.int64(693800)}, {'date': Timestamp('2020-01-14 00:00:00'), 'volume': np.int64(626900)}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': np.int64(540400)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(496400)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(433200)}]",2026-05-22,256300,4.690000057220459,0.04517095523440254,1606
AEF,daily,2026-01-16,1234900,126,2,14,"[{'date': Timestamp('2026-01-16 00:00:00'), 'volume': np.int64(1234900)}, {'date': Timestamp('2025-07-18 00:00:00'), 'volume': np.int64(1059100)}, {'date': Timestamp('2025-04-04 00:00:00'), 'volume': np.int64(856100)}, {'date': Timestamp('2025-03-12 00:00:00'), 'volume': np.int64(784600)}, {'date': Timestamp('2025-02-12 00:00:00'), 'volume': np.int64(760700)}, {'date': Timestamp('2024-05-07 00:00:00'), 'volume': np.int64(701900)}, {'date': Timestamp('2024-04-09 00:00:00'), 'volume': np.int64(559100)}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': np.int64(438900)}, {'date': Timestamp('2020-03-16 00:00:00'), 'volume': np.int64(219100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(173000)}, {'date': Timestamp('2020-01-27 00:00:00'), 'volume': np.int64(106700)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(66700)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(60800)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(54100)}]",2026-05-22,72300,9.359999656677246,0.05854725078953761,1606
SPHL,daily,2026-01-15,113125000,127,2,14,"[{'date': Timestamp('2026-01-15 00:00:00'), 'volume': np.int64(113125000)}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': np.int64(5918013)}, {'date': Timestamp('2025-05-02 00:00:00'), 'volume': np.int64(2632113)}, {'date': Timestamp('2025-03-12 00:00:00'), 'volume': np.int64(1385338)}, {'date': Timestamp('2025-03-04 00:00:00'), 'volume': np.int64(523200)}, {'date': Timestamp('2025-02-19 00:00:00'), 'volume': np.int64(422400)}, {'date': Timestamp('2025-02-18 00:00:00'), 'volume': np.int64(248588)}, {'date': Timestamp('2025-01-14 00:00:00'), 'volume': np.int64(135825)}, {'date': Timestamp('2025-01-07 00:00:00'), 'volume': np.int64(71863)}, {'date': Timestamp('2025-01-03 00:00:00'), 'volume': np.int64(68563)}, {'date': Timestamp('2025-01-02 00:00:00'), 'volume': np.int64(56275)}, {'date': Timestamp('2024-10-28 00:00:00'), 'volume': np.int64(45638)}, {'date': Timestamp('2024-10-21 00:00:00'), 'volume': np.int64(38788)}, {'date': Timestamp('2024-10-18 00:00:00'), 'volume': np.int64(26263)}]",2026-05-22,3800,2.5199999809265137,3.3591160220994476e-05,399
CMCL,daily,2026-01-15,3801500,127,1,14,"[{'date': Timestamp('2026-01-15 00:00:00'), 'volume': np.int64(3801500)}, {'date': Timestamp('2023-06-23 00:00:00'), 'volume': np.int64(2002600)}, {'date': Timestamp('2021-06-25 00:00:00'), 'volume': np.int64(1581100)}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': np.int64(1242100)}, {'date': Timestamp('2020-06-22 00:00:00'), 'volume': np.int64(530800)}, {'date': Timestamp('2020-05-20 00:00:00'), 'volume': np.int64(175600)}, {'date': Timestamp('2020-05-19 00:00:00'), 'volume': np.int64(119200)}, {'date': Timestamp('2020-05-18 00:00:00'), 'volume': np.int64(119000)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(106500)}, {'date': Timestamp('2020-01-30 00:00:00'), 'volume': np.int64(58200)}, {'date': Timestamp('2020-01-21 00:00:00'), 'volume': np.int64(18100)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(16100)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(13800)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(11100)}]",2026-05-22,175200,22.799999237060547,0.04608707089306852,1606
AVO,daily,2026-01-15,4196500,127,1,4,"[{'date': Timestamp('2026-01-15 00:00:00'), 'volume': np.int64(4196500)}, {'date': Timestamp('2021-06-25 00:00:00'), 'volume': np.int64(3797800)}, {'date': Timestamp('2020-12-18 00:00:00'), 'volume': np.int64(1523200)}, {'date': Timestamp('2020-10-02 00:00:00'), 'volume': np.int64(1106100)}]",2026-05-22,734700,11.920000076293944,0.1750744668175861,1416
PEN,daily,2026-01-15,9675200,127,1,7,"[{'date': Timestamp('2026-01-15 00:00:00'), 'volume': np.int64(9675200)}, {'date': Timestamp('2020-12-08 00:00:00'), 'volume': np.int64(6444400)}, {'date': Timestamp('2020-11-10 00:00:00'), 'volume': np.int64(1666500)}, {'date': Timestamp('2020-09-14 00:00:00'), 'volume': np.int64(1532700)}, {'date': Timestamp('2020-02-26 00:00:00'), 'volume': np.int64(931700)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(451500)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(368400)}]",2026-05-22,508500,328.69000244140625,0.05255705308417397,1606
RFIL,daily,2026-01-14,1592800,128,2,12,"[{'date': Timestamp('2026-01-14 00:00:00'), 'volume': np.int64(1592800)}, {'date': Timestamp('2025-07-22 00:00:00'), 'volume': np.int64(1087500)}, {'date': Timestamp('2021-03-16 00:00:00'), 'volume': np.int64(851000)}, {'date': Timestamp('2021-01-22 00:00:00'), 'volume': np.int64(574800)}, {'date': Timestamp('2020-08-13 00:00:00'), 'volume': np.int64(447600)}, {'date': Timestamp('2020-06-23 00:00:00'), 'volume': np.int64(220500)}, {'date': Timestamp('2020-06-12 00:00:00'), 'volume': np.int64(178000)}, {'date': Timestamp('2020-04-08 00:00:00'), 'volume': np.int64(173700)}, {'date': Timestamp('2020-01-16 00:00:00'), 'volume': np.int64(149200)}, {'date': Timestamp('2020-01-14 00:00:00'), 'volume': np.int64(56700)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(39100)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(25400)}]",2026-05-22,189000,18.520000457763672,0.11865896534404821,1606
TCOM,daily,2026-01-14,34048300,128,1,6,"[{'date': Timestamp('2026-01-14 00:00:00'), 'volume': np.int64(34048300)}, {'date': Timestamp('2021-12-17 00:00:00'), 'volume': np.int64(33844500)}, {'date': Timestamp('2020-04-29 00:00:00'), 'volume': np.int64(26568900)}, {'date': Timestamp('2020-01-21 00:00:00'), 'volume': np.int64(24179900)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(8586000)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(6972300)}]",2026-05-22,5390900,46.369998931884766,0.15833095925494078,1606
AFCG,daily,2026-01-14,4743100,128,1,3,"[{'date': Timestamp('2026-01-14 00:00:00'), 'volume': np.int64(4743100)}, {'date': Timestamp('2022-01-06 00:00:00'), 'volume': np.int64(2184926)}, {'date': Timestamp('2021-03-19 00:00:00'), 'volume': np.int64(2030206)}]",2026-05-22,205300,3.615000009536743,0.0432839282325905,1301
BANX,daily,2026-01-14,350700,128,1,11,"[{'date': Timestamp('2026-01-14 00:00:00'), 'volume': np.int64(350700)}, {'date': Timestamp('2023-05-04 00:00:00'), 'volume': np.int64(219000)}, {'date': Timestamp('2020-03-19 00:00:00'), 'volume': np.int64(114000)}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': np.int64(109600)}, {'date': Timestamp('2020-01-23 00:00:00'), 'volume': np.int64(90600)}, {'date': Timestamp('2020-01-16 00:00:00'), 'volume': np.int64(66700)}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': np.int64(39700)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(31800)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(27200)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(22700)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(13900)}]",2026-05-22,26000,19.690000534057617,0.07413743940690048,1606
FORA,daily,2025-10-13,6649500,128,1,6,"[{'date': Timestamp('2025-10-13 00:00:00'), 'volume': np.int64(6649500)}, {'date': Timestamp('2021-06-25 00:00:00'), 'volume': np.int64(2141100)}, {'date': Timestamp('2021-06-18 00:00:00'), 'volume': np.int64(701100)}, {'date': Timestamp('2021-06-17 00:00:00'), 'volume': np.int64(273900)}, {'date': Timestamp('2021-03-04 00:00:00'), 'volume': np.int64(268100)}, {'date': Timestamp('2021-03-03 00:00:00'), 'volume': np.int64(19800)}]",2026-02-18,11800,2.069999933242798,0.0017745695165050004,1247
NRXP,daily,2026-01-14,22030200,128,1,9,"[{'date': Timestamp('2026-01-14 00:00:00'), 'volume': np.int64(22030200)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(12742200)}, {'date': Timestamp('2022-07-29 00:00:00'), 'volume': np.int64(10527540)}, {'date': Timestamp('2021-11-29 00:00:00'), 'volume': np.int64(7432970)}, {'date': Timestamp('2021-07-19 00:00:00'), 'volume': np.int64(6547210)}, {'date': Timestamp('2021-05-20 00:00:00'), 'volume': np.int64(285130)}, {'date': Timestamp('2020-12-22 00:00:00'), 'volume': np.int64(255190)}, {'date': Timestamp('2020-12-14 00:00:00'), 'volume': np.int64(60730)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(20000)}]",2026-05-22,1480800,3.220000028610229,0.06721682054634093,1606
VTV,daily,2026-01-13,10943400,129,2,13,"[{'date': Timestamp('2026-01-13 00:00:00'), 'volume': np.int64(10943400)}, {'date': Timestamp('2025-11-21 00:00:00'), 'volume': np.int64(10862300)}, {'date': Timestamp('2025-04-07 00:00:00'), 'volume': np.int64(10121200)}, {'date': Timestamp('2022-01-24 00:00:00'), 'volume': np.int64(9886000)}, {'date': Timestamp('2020-03-20 00:00:00'), 'volume': np.int64(9696800)}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': np.int64(7160300)}, {'date': Timestamp('2020-03-09 00:00:00'), 'volume': np.int64(5845500)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(5049600)}, {'date': Timestamp('2020-02-27 00:00:00'), 'volume': np.int64(4622700)}, {'date': Timestamp('2020-01-14 00:00:00'), 'volume': np.int64(4584700)}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': np.int64(2077300)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(1736200)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(1634700)}]",2026-05-22,1829600,210.8999938964844,0.16718752855602464,1606
BDSX,daily,2026-01-12,75528700,130,1,6,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(75528700)}, {'date': Timestamp('2025-05-21 00:00:00'), 'volume': np.int64(17876660)}, {'date': Timestamp('2025-05-16 00:00:00'), 'volume': np.int64(2294810)}, {'date': Timestamp('2022-04-12 00:00:00'), 'volume': np.int64(961360)}, {'date': Timestamp('2021-12-30 00:00:00'), 'volume': np.int64(194785)}, {'date': Timestamp('2020-10-28 00:00:00'), 'volume': np.int64(130850)}]",2026-05-22,30200,14.93000030517578,0.0003998480047981761,1398
UP,daily,2026-01-12,82484800,130,3,14,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(82484800)}, {'date': Timestamp('2025-08-26 00:00:00'), 'volume': np.int64(24358000)}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': np.int64(17507400)}, {'date': Timestamp('2023-08-16 00:00:00'), 'volume': np.int64(16240200)}, {'date': Timestamp('2023-06-22 00:00:00'), 'volume': np.int64(8050200)}, {'date': Timestamp('2022-06-24 00:00:00'), 'volume': np.int64(2014920)}, {'date': Timestamp('2021-09-17 00:00:00'), 'volume': np.int64(1326900)}, {'date': Timestamp('2021-08-25 00:00:00'), 'volume': np.int64(1223450)}, {'date': Timestamp('2021-02-01 00:00:00'), 'volume': np.int64(1176060)}, {'date': Timestamp('2021-01-26 00:00:00'), 'volume': np.int64(168750)}, {'date': Timestamp('2020-12-02 00:00:00'), 'volume': np.int64(37710)}, {'date': Timestamp('2020-11-23 00:00:00'), 'volume': np.int64(18060)}, {'date': Timestamp('2020-11-20 00:00:00'), 'volume': np.int64(80)}, {'date': Timestamp('2020-11-18 00:00:00'), 'volume': np.int64(50)}]",2026-05-22,478300,9.109999656677246,0.005798644113824608,1383
LVLU,daily,2026-01-12,22908400,130,5,7,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(22908400)}, {'date': Timestamp('2025-11-13 00:00:00'), 'volume': np.int64(3704100)}, {'date': Timestamp('2025-07-22 00:00:00'), 'volume': np.int64(2504500)}, {'date': Timestamp('2025-07-16 00:00:00'), 'volume': np.int64(806200)}, {'date': Timestamp('2025-07-01 00:00:00'), 'volume': np.int64(440140)}, {'date': Timestamp('2023-06-23 00:00:00'), 'volume': np.int64(251880)}, {'date': Timestamp('2021-11-11 00:00:00'), 'volume': np.int64(182267)}]",2026-05-22,4400,9.390000343322754,0.00019206928462921896,1136
EVTV,daily,2026-01-12,760991800,130,4,14,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(760991800)}, {'date': Timestamp('2026-01-06 00:00:00'), 'volume': np.int64(386860900)}, {'date': Timestamp('2025-12-18 00:00:00'), 'volume': np.int64(37529700)}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': np.int64(14802900)}, {'date': Timestamp('2025-01-29 00:00:00'), 'volume': np.int64(4728350)}, {'date': Timestamp('2024-08-27 00:00:00'), 'volume': np.int64(251780)}, {'date': Timestamp('2020-11-24 00:00:00'), 'volume': np.int64(105380)}, {'date': Timestamp('2020-11-23 00:00:00'), 'volume': np.int64(80196)}, {'date': Timestamp('2020-06-10 00:00:00'), 'volume': np.int64(77588)}, {'date': Timestamp('2020-06-09 00:00:00'), 'volume': np.int64(13041)}, {'date': Timestamp('2020-05-29 00:00:00'), 'volume': np.int64(2593)}, {'date': Timestamp('2020-01-23 00:00:00'), 'volume': np.int64(2109)}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': np.int64(1703)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(899)}]",2026-05-22,427700,2.190000057220459,0.0005620297091243296,1606
ALGT,daily,2026-01-12,1911900,130,2,9,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(1911900)}, {'date': Timestamp('2025-08-05 00:00:00'), 'volume': np.int64(1325200)}, {'date': Timestamp('2024-07-18 00:00:00'), 'volume': np.int64(1270300)}, {'date': Timestamp('2020-05-13 00:00:00'), 'volume': np.int64(1112000)}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': np.int64(747100)}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': np.int64(637100)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(149700)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(123300)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(101200)}]",2026-05-22,408800,80.30999755859375,0.21381871436790628,1606
OM,daily,2026-01-12,25305900,130,3,8,"[{'date': Timestamp('2026-01-12 00:00:00'), 'volume': np.int64(25305900)}, {'date': Timestamp('2025-11-11 00:00:00'), 'volume': np.int64(5284500)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(2994700)}, {'date': Timestamp('2024-08-08 00:00:00'), 'volume': np.int64(1518007)}, {'date': Timestamp('2024-05-06 00:00:00'), 'volume': np.int64(1083953)}, {'date': Timestamp('2023-10-13 00:00:00'), 'volume': np.int64(599633)}, {'date': Timestamp('2022-06-14 00:00:00'), 'volume': np.int64(401827)}, {'date': Timestamp('2020-09-15 00:00:00'), 'volume': np.int64(355327)}]",2026-05-22,103400,4.320000171661377,0.004086003659225714,1429
SWKH,daily,2025-10-10,778700,131,1,10,"[{'date': Timestamp('2025-10-10 00:00:00'), 'volume': np.int64(778700)}, {'date': Timestamp('2021-06-25 00:00:00'), 'volume': np.int64(584685)}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': np.int64(538874)}, {'date': Timestamp('2020-06-19 00:00:00'), 'volume': np.int64(159643)}, {'date': Timestamp('2020-01-16 00:00:00'), 'volume': np.int64(154847)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(134024)}, {'date': Timestamp('2020-01-09 00:00:00'), 'volume': np.int64(83797)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(6562)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(4291)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(4165)}]",2026-02-18,5600,16.979999542236328,0.007191472967766791,1540
NPB,daily,2026-01-09,3268300,133,2,6,"[{'date': Timestamp('2026-01-09 00:00:00'), 'volume': np.int64(3268300)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(1824200)}, {'date': Timestamp('2025-04-17 00:00:00'), 'volume': np.int64(836400)}, {'date': Timestamp('2025-03-21 00:00:00'), 'volume': np.int64(734500)}, {'date': Timestamp('2025-02-19 00:00:00'), 'volume': np.int64(236200)}, {'date': Timestamp('2025-02-18 00:00:00'), 'volume': np.int64(182800)}]",2026-05-22,110800,17.34000015258789,0.033901416638619467,318
BBNX,daily,2026-01-09,8291100,133,1,2,"[{'date': Timestamp('2026-01-09 00:00:00'), 'volume': np.int64(8291100)}, {'date': Timestamp('2025-01-30 00:00:00'), 'volume': np.int64(7166100)}]",2026-05-22,1128200,11.81999969482422,0.13607362111179458,330
RIO,daily,2026-01-09,11009600,133,1,10,"[{'date': Timestamp('2026-01-09 00:00:00'), 'volume': np.int64(11009600)}, {'date': Timestamp('2025-01-16 00:00:00'), 'volume': np.int64(10552800)}, {'date': Timestamp('2022-03-04 00:00:00'), 'volume': np.int64(10406600)}, {'date': Timestamp('2021-09-13 00:00:00'), 'volume': np.int64(8318200)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(7003300)}, {'date': Timestamp('2020-02-27 00:00:00'), 'volume': np.int64(4810000)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3023700)}, {'date': Timestamp('2020-01-23 00:00:00'), 'volume': np.int64(2689200)}, {'date': Timestamp('2020-01-21 00:00:00'), 'volume': np.int64(2107400)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(1814300)}]",2026-05-22,2088600,104.2300033569336,0.18970716465629997,1606
VLN,daily,2026-01-09,46002900,133,2,8,"[{'date': Timestamp('2026-01-09 00:00:00'), 'volume': np.int64(46002900)}, {'date': Timestamp('2025-07-24 00:00:00'), 'volume': np.int64(5963800)}, {'date': Timestamp('2023-01-10 00:00:00'), 'volume': np.int64(4309100)}, {'date': Timestamp('2023-01-03 00:00:00'), 'volume': np.int64(1719800)}, {'date': Timestamp('2022-08-17 00:00:00'), 'volume': np.int64(1388200)}, {'date': Timestamp('2021-10-12 00:00:00'), 'volume': np.int64(1373900)}, {'date': Timestamp('2021-10-06 00:00:00'), 'volume': np.int64(524900)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(267300)}]",2026-05-22,2608700,3.220000028610229,0.05670729454012682,1166
GLTO,daily,2025-10-07,77432200,134,3,6,"[{'date': Timestamp('2025-10-07 00:00:00'), 'volume': np.int64(77432200)}, {'date': Timestamp('2025-09-23 00:00:00'), 'volume': np.int64(54188200)}, {'date': Timestamp('2025-03-21 00:00:00'), 'volume': np.int64(10710900)}, {'date': Timestamp('2021-06-16 00:00:00'), 'volume': np.int64(874508)}, {'date': Timestamp('2021-06-10 00:00:00'), 'volume': np.int64(618160)}, {'date': Timestamp('2020-10-29 00:00:00'), 'volume': np.int64(53260)}]",2026-02-18,395000,30.5,0.005101236953102198,1331
IPSC,daily,2026-01-08,19561700,134,3,5,"[{'date': Timestamp('2026-01-08 00:00:00'), 'volume': np.int64(19561700)}, {'date': Timestamp('2025-11-03 00:00:00'), 'volume': np.int64(7959300)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(6185700)}, {'date': Timestamp('2024-02-21 00:00:00'), 'volume': np.int64(4177200)}, {'date': Timestamp('2021-06-18 00:00:00'), 'volume': np.int64(2500200)}]",2026-05-22,531900,2.259999990463257,0.02719088831747752,1238
FLYX,daily,2026-01-08,115470700,134,1,6,"[{'date': Timestamp('2026-01-08 00:00:00'), 'volume': np.int64(115470700)}, {'date': Timestamp('2024-03-27 00:00:00'), 'volume': np.int64(584000)}, {'date': Timestamp('2024-03-26 00:00:00'), 'volume': np.int64(435500)}, {'date': Timestamp('2024-03-25 00:00:00'), 'volume': np.int64(325900)}, {'date': Timestamp('2024-03-15 00:00:00'), 'volume': np.int64(146000)}, {'date': Timestamp('2023-12-29 00:00:00'), 'volume': np.int64(122400)}]",2026-05-22,323300,2.490000009536743,0.0027998444627078557,601
GECCI,daily,2026-01-08,73100,134,1,4,"[{'date': Timestamp('2026-01-08 00:00:00'), 'volume': np.int64(73100)}, {'date': Timestamp('2025-03-06 00:00:00'), 'volume': np.int64(40200)}, {'date': Timestamp('2024-04-22 00:00:00'), 'volume': np.int64(36700)}, {'date': Timestamp('2024-04-19 00:00:00'), 'volume': np.int64(34700)}]",2026-05-22,6000,25.450000762939453,0.08207934336525308,525
